id,title_no,status,type,land_district,issue_date,guarantee_status,estate_description,number_owners,spatial_extents_shared
4976597,918506,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 543278, 1,198 m2",1,F
4976599,918508,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 543278, 739 m2",2,F
4976602,918511,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 6 Deposited Plan 543278, 669 m2",2,F
4976604,918513,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 8 Deposited Plan 543278, 999 m2",2,F
4976598,918507,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 543278, 2,080 m2",2,F
4976600,918509,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 543278, 743 m2",2,F
4974529,916347,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 400 Deposited Plan 542974, 1,573 m2",1,F
4974530,916348,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 401 Deposited Plan 542974, 4,541 m2",1,F
4974524,916342,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 30 Deposited Plan 542974, 1,208 m2",1,F
4974522,916340,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 28 Deposited Plan 542974, 1,035 m2",3,F
4974525,916343,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 31 Deposited Plan 542974, 659 m2",2,F
4974514,916332,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 9 Deposited Plan 542974, 589 m2",2,F
4974521,916339,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 27 Deposited Plan 542974, 1,509 m2",2,F
4974523,916341,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 29 Deposited Plan 542974, 982 m2",3,F
4974526,916344,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 32 Deposited Plan 542974, 752 m2",2,F
4974518,916336,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 24 Deposited Plan 542974, 870 m2",2,F
4974517,916335,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 23 Deposited Plan 542974, 1,121 m2",2,F
4974527,916345,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 33 Deposited Plan 542974, 810 m2",2,F
4974519,916337,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 25 Deposited Plan 542974, 687 m2",2,F
4974515,916333,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 10 Deposited Plan 542974, 500 m2",3,F
4974516,916334,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 11 Deposited Plan 542974, 564 m2",2,F
4974528,916346,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 34 Deposited Plan 542974, 785 m2",2,F
4974520,916338,LIVE,Freehold,Nelson,2020/02/13 14:21:05,Guarantee,"Fee Simple, 1/1, Lot 26 Deposited Plan 542974, 755 m2",1,F
4961838,902930,LIVE,Freehold,Nelson,2020/02/11 11:42:35,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 539665, 5,003 m2",2,F
4961839,902931,LIVE,Freehold,Nelson,2020/02/11 11:42:35,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 539665, 2,754 m2",2,F
4974306,916110,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 102 Deposited Plan 542915, 4,685 m2",1,F
4981749,923990,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 108 Deposited Plan 542915, 1,500 m2",1,F
4974302,916106,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 8 Deposited Plan 542915, 582 m2",1,F
4974304,916108,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 10 Deposited Plan 542915, 582 m2",1,F
4974301,916105,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 7 Deposited Plan 542915, 582 m2",2,F
4974305,916109,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 11 Deposited Plan 542915, 585 m2",2,F
4981750,923991,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 109 Deposited Plan 542915, 1,581 m2",1,F
4974298,916102,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 542915, 582 m2",2,F
4974300,916104,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 6 Deposited Plan 542915, 582 m2",2,F
4974303,916107,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 9 Deposited Plan 542915, 582 m2",1,F
4974299,916103,LIVE,Freehold,Nelson,2020/02/10 16:01:18,Guarantee,"Fee Simple, 1/1, Lot 5 Deposited Plan 542915, 582 m2",2,F
4986699,929185,LIVE,Freehold,Nelson,2020/02/04 07:00:00,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 14507 and Lot 1-5 Deposited Plan 14508 and Lot 1-4 Deposited Plan 14509 and Lot 1-3 Deposited Plan 14510 and Lot 1 Deposited Plan 14758 and Lot 1 Deposited Plan 14759 and Lot 1-2 Deposited Plan 14760 and Section 13-14 Survey Office Plan 509793, 44,149,082 m2",1,T
4986702,929188,LIVE,Records Embodied in the Register,Nelson,2020/02/04 07:00:00,Guarantee,"Deed of Easement under s17ZA Conservation Act 1987, 1/1, Part Section 4, 6, 8 Block V Rintoul Survey District, 995,520 m2",1,F
4986701,929187,LIVE,Records Embodied in the Register,Nelson,2020/02/04 07:00:00,Guarantee,"Deed of Easement under s17ZA Conservation Act 1987, 1/1, Marked A, B, C, D, E, F, I Deposited Plan 14508",1,F
4986703,929189,LIVE,Records Embodied in the Register,Nelson,2020/02/04 07:00:00,Guarantee,"Deed of Easement under s17ZA Conservation Act 1987, 1/1, Marked A, B, C Deposited Plan 14510",1,F
4986700,929186,LIVE,Freehold,Nelson,2020/02/04 07:00:00,Guarantee,"Fee Simple, 1/1, Part Lot 1 Deposited Plan 10824, 1,494,760 m2",1,F
4956206,896994,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 13 Deposited Plan 537174, 1,825 m2",1,F
4956208,896996,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 14 Deposited Plan 533481 and Lot 17 Deposited Plan 537174, 107,947 m2",1,F
4956207,896995,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 16 Deposited Plan 537174, 11 m2",1,F
4956194,896982,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 537174, 610 m2",1,F
4956198,896986,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 5 Deposited Plan 537174, 900 m2",2,F
4956205,896993,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 12 Deposited Plan 537174, 2,124 m2",2,F
4956202,896990,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 9 Deposited Plan 537174, 1,009 m2",3,F
4956196,896984,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 537174, 900 m2",3,F
4956195,896983,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 537174, 642 m2",2,F
4956200,896988,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 7 Deposited Plan 537174, 1,756 m2",2,F
4956201,896989,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 8 Deposited Plan 537174, 3,926 m2",2,F
4956197,896985,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 537174, 900 m2",2,F
4956203,896991,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 10 Deposited Plan 537174, 1,003 m2",2,F
4956204,896992,LIVE,Freehold,Nelson,2020/01/31 17:22:58,Guarantee,"Fee Simple, 1/1, Lot 11 Deposited Plan 537174, 682 m2",2,F
4988015,930563,LIVE,Freehold,Nelson,2020/01/31 14:29:37,Guarantee,"Fee Simple, 1/1, Lot 21-22 Deposited Plan 523837 and Section 1-3 Survey Office Plan 541023, 294,538 m2",1,F
4969067,910558,LIVE,Freehold,Nelson,2020/01/30 16:25:52,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 535603, 119,363 m2",3,F
4969066,910557,LIVE,Freehold,Nelson,2020/01/30 16:25:52,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 535603 and Part 2 Section 5 Square 44, 118,380 m2",3,F
4960818,901848,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 22 Deposited Plan 539296, 7,743 m2",1,F
4983108,925410,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 155 Deposited Plan 539296, 941 m2",1,F
4979731,921818,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 101 Deposited Plan 539296, 2,018 m2",1,F
4960824,901854,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 28 Deposited Plan 539296, 5,622 m2",2,F
4960817,901847,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 21 Deposited Plan 539296, 5,811 m2",2,F
4960822,901852,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 26 Deposited Plan 539296, 10,593 m2",2,F
4960816,901846,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 20 Deposited Plan 539296, 7,312 m2",2,F
4960821,901851,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 25 Deposited Plan 539296, 7,311 m2",2,F
4960814,901844,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 18 Deposited Plan 539296, 6,494 m2",2,F
4960823,901853,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 27 Deposited Plan 539296, 12,478 m2",2,F
4960815,901845,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 19 Deposited Plan 539296, 6,148 m2",2,F
4960825,901855,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 29 Deposited Plan 539296, 6,072 m2",2,F
4960820,901850,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 24 Deposited Plan 539296, 8,082 m2",2,F
4960819,901849,LIVE,Freehold,Nelson,2020/01/30 12:45:37,Guarantee,"Fee Simple, 1/1, Lot 23 Deposited Plan 539296, 6,753 m2",2,F
4985915,928354,LIVE,Leasehold,Nelson,2020/01/29 16:54:23,Guarantee,"Leasehold, 1/1, Lot 1 Deposited Plan 17796, 752 m2",1,T
4963324,904519,LIVE,Unit Title,Nelson,2020/01/24 16:53:17,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 70 Deposited Plan 438056",1,T
4984710,927083,LIVE,Freehold,Nelson,2020/01/21 15:37:19,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 315790, 7,180 m2",2,F
4911901,849414,LIVE,Freehold,Nelson,2020/01/21 10:57:28,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 527371 and Lot 5 Deposited Plan 3060 and Lot 1 Deposited Plan 14544, 854 m2",2,F
4911899,849412,LIVE,Freehold,Nelson,2020/01/21 10:57:28,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 527371, 556 m2",2,F
4911900,849413,LIVE,Freehold,Nelson,2020/01/21 10:57:28,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 527371, 1,009 m2",2,F
4985144,927528,LIVE,Gazette Notice,Nelson,2020/01/16 16:49:14,Guarantee,"Fee Simple, 1/1, Section 1 Survey Office Plan 540576, 4,769 m2",1,F
4986609,929093,LIVE,Gazette Notice,Nelson,2020/01/16 16:49:14,Limited as to Parcels,"Fee Simple, 1/1, Section 3 Survey Office Plan 506258, 808 m2",1,F
4979973,922100,LIVE,Unit Title,Nelson,2020/01/14 12:03:18,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 223 Deposited Plan 438056",1,T
4968203,909650,LIVE,Unit Title,Nelson,2019/12/20 10:18:51,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 29 Deposited Plan 438056",1,T
4956228,897016,LIVE,Unit Title,Nelson,2019/12/20 10:15:11,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 238 Deposited Plan 438056",1,T
4983455,925769,LIVE,Leasehold,Nelson,2019/12/20 09:06:16,Guarantee,"Leasehold, 1/1, Lot 1 Deposited Plan 20030, 20,317 m2",1,T
4972398,914073,LIVE,Freehold,Nelson,2019/12/18 16:00:42,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 542201, 81,700 m2",2,F
4972397,914072,LIVE,Freehold,Nelson,2019/12/18 16:00:42,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 542201 and Lot 2 Deposited Plan 12983, 156,430 m2",2,F
4960676,901700,LIVE,Freehold,Nelson,2019/12/12 10:54:19,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 539190, 27,827 m2",2,F
4960675,901699,LIVE,Freehold,Nelson,2019/12/12 10:54:19,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 539190, 73,708 m2",4,F
4955908,896681,LIVE,Freehold,Nelson,2019/12/12 10:08:39,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 538127, 715 m2",2,F
4955907,896680,LIVE,Freehold,Nelson,2019/12/12 10:08:39,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 538127, 268 m2",2,F
4969137,910631,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 10 Deposited Plan 540939, 9,199 m2",2,F
4966592,907942,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 14 Deposited Plan 540939, 9,390 m2",2,F
4966597,907947,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 19 Deposited Plan 540939, 10,553 m2",2,F
4966589,907939,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 11 Deposited Plan 540939, 5,564 m2",2,F
4966599,907949,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 21 Deposited Plan 540939, 20,005 m2",2,F
4966595,907945,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 17 Deposited Plan 540939, 12,986 m2",2,F
4966596,907946,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 18 Deposited Plan 540939, 7,615 m2",2,F
4966594,907944,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 16, 137 Deposited Plan 540939, 63,583 m2",2,F
4966598,907948,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 20 Deposited Plan 540939, 15,464 m2",2,F
4966591,907941,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 13 Deposited Plan 540939, 4,363 m2",3,F
4966593,907943,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 15 Deposited Plan 540939, 12,833 m2",2,F
4966590,907940,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 12 Deposited Plan 540939, 11,329 m2",2,F
4966601,907951,LIVE,Freehold,Nelson,2019/12/11 15:26:24,Guarantee,"Fee Simple, 1/1, Lot 140 Deposited Plan 540939, 2,509 m2",1,F
4953351,893929,LIVE,Freehold,Nelson,2019/12/09 10:27:19,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 537438, 8,748 m2",3,F
4953352,893930,LIVE,Freehold,Nelson,2019/12/09 10:27:19,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 537438, 1,057 m2",1,F
4897733,833973,LIVE,Freehold,Nelson,2019/12/02 14:30:43,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 523715, 854 m2",1,F
4964970,906232,LIVE,Freehold,Nelson,2019/12/02 14:30:43,Limited as to Parcels,"Fee Simple, 1/1, Lot 3 Deeds Registry Office Plan 164, 723 m2",1,F
4897735,833975,LIVE,Freehold,Nelson,2019/12/02 14:30:43,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 523715, 965 m2",1,F
4897734,833974,LIVE,Freehold,Nelson,2019/12/02 14:30:43,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 523715, 852 m2",1,F
4962505,903631,LIVE,Freehold,Nelson,2019/12/02 11:38:09,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 539841, 29,963 m2",2,F
4962506,903632,LIVE,Freehold,Nelson,2019/12/02 11:38:09,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 539841, 19,436 m2",2,F
4979660,921737,LIVE,Freehold,Nelson,2019/11/29 11:30:00,Guarantee,"Fee Simple, 1/1, Section 10 Survey Office Plan 509793, 96,690 m2",1,F
4979659,921736,LIVE,Freehold,Nelson,2019/11/29 11:30:00,Guarantee,"Fee Simple, 1/1, Section 1 Survey Office Plan 509793, 13,516 m2",1,F
4981261,923472,LIVE,Freehold,Nelson,2019/11/29 09:34:01,Guarantee,"Fee Simple, 1/1, Section 2 Survey Office Plan 532681, 89,252 m2",2,F
4980932,923106,LIVE,Freehold,Nelson,2019/11/22 13:57:17,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 11292 and Lot 1 Deposited Plan 18477 and Section 4 Survey Office Plan 532681, 101,022 m2",3,F
4898842,835181,LIVE,Freehold,Nelson,2019/11/19 09:14:09,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 524018, 844 m2",2,F
4898841,835180,LIVE,Freehold,Nelson,2019/11/19 09:14:09,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 524018, 289 m2",2,F
4898843,835182,LIVE,Freehold,Nelson,2019/11/19 09:14:09,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 524018, 1,260 m2",1,F
4961826,902918,LIVE,Freehold,Nelson,2019/11/14 09:34:27,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 539389, 62,009 m2",1,F
4961829,902921,LIVE,Freehold,Nelson,2019/11/14 09:34:27,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 539389, 120,040 m2",1,F
4961830,902922,LIVE,Freehold,Nelson,2019/11/14 09:34:27,Guarantee,"Fee Simple, 1/1, Lot 5 Deposited Plan 539389, 141,700 m2",1,F
4961833,902925,LIVE,Freehold,Nelson,2019/11/14 09:34:27,Guarantee,"Fee Simple, 1/1, Lot 6, 100, 500, 600 Deposited Plan 539389, 262,209 m2",1,F
4961832,902924,LIVE,Freehold,Nelson,2019/11/14 09:34:27,Guarantee,"Fee Simple, 1/1, Lot 7 Deposited Plan 539389, 6,288 m2",1,F
4961828,902920,LIVE,Freehold,Nelson,2019/11/14 09:34:27,Guarantee,"Fee Simple, 1/1, Lot 2-3 Deposited Plan 539389, 164,156 m2",1,F
4955710,896473,LIVE,Freehold,Nelson,2019/11/06 14:31:50,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 538094, 24,688 m2",2,F
4955709,896472,LIVE,Freehold,Nelson,2019/11/06 14:31:50,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 538094, 351,754 m2",1,F
4968688,910166,LIVE,Freehold,Nelson,2019/11/06 12:48:15,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 541504, 3,127 m2",3,F
4968687,910165,LIVE,Freehold,Nelson,2019/11/06 12:48:15,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 541504, 14,119 m2",3,F
4970971,912563,LIVE,Freehold,Nelson,2019/11/06 12:10:15,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 311860 and Section 1 Survey Office Plan 484272, 18,337 m2",2,F
4961377,902469,LIVE,Unit Title,Nelson,2019/11/01 16:45:06,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 205 Deposited Plan 438056",1,T
4955878,896623,LIVE,Unit Title,Nelson,2019/11/01 16:36:02,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 76 Deposited Plan 438056",1,T
4970242,911801,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 5 and Accessory Unit 8 Deposited Plan 539436",2,T
4970243,911802,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 101 and Accessory Unit 9 Deposited Plan 539436",2,T
4970250,911809,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 204 and Accessory Unit 16 Deposited Plan 539436",3,T
4970251,911810,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 205 and Accessory Unit 15 Deposited Plan 539436",3,T
4970252,911811,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 301 and Accessory Unit 19, 35 Deposited Plan 539436",2,T
4970246,911805,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 104 and Accessory Unit 1A Deposited Plan 539436",1,T
4970238,911797,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 1 and Accessory Unit 4A Deposited Plan 539436",2,T
4970254,911813,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 303 and Accessory Unit 13-14 Deposited Plan 539436",2,T
4970240,911799,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 3 and Accessory Unit 6 Deposited Plan 539436",2,T
4970239,911798,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 2 and Accessory Unit 5A Deposited Plan 539436",3,T
4970443,912020,LIVE,Supplementary Record Sheet,Nelson,2019/10/22 16:41:04,Guarantee,Part Lot 2 Deposited Plan 224,0,T
4970247,911806,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 201 and Accessory Unit 10 Deposited Plan 539436",2,T
4970248,911807,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 202 and Accessory Unit 11 Deposited Plan 539436",1,T
4970241,911800,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 4 and Accessory Unit 7 Deposited Plan 539436",2,T
4970253,911812,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 302 and Accessory Unit 18, 34 Deposited Plan 539436",1,T
4970244,911803,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 102 and Accessory Unit 3A Deposited Plan 539436",1,T
4970245,911804,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 103 and Accessory Unit 2A Deposited Plan 539436",3,T
4970249,911808,LIVE,Unit Title,Nelson,2019/10/22 16:41:04,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 203 and Accessory Unit 12, 17 Deposited Plan 539436",2,T
4949321,889667,LIVE,Freehold,Nelson,2019/10/17 16:38:07,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 536407, 16,271 m2",2,F
4949320,889666,LIVE,Freehold,Nelson,2019/10/17 16:38:07,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 536407, 17,436 m2",2,F
4968822,910304,LIVE,Freehold,Nelson,2019/10/15 15:17:20,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 528064, 221,338 m2",3,F
4968823,910305,LIVE,Freehold,Nelson,2019/10/15 15:17:20,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 528064 and Lot 2, 7 Deposited Plan 16046, 204,209 m2",3,F
4973865,915651,LIVE,Leasehold,Nelson,2019/10/15 15:02:12,Guarantee,"Leasehold, 1/1, Lot 1 Deposited Plan 11867, 466 m2",1,T
4975379,917240,LIVE,Freehold,Nelson,2019/10/14 16:25:07,Guarantee,"Fee Simple, 1/1, Section 1 Survey Office Plan 533719, 815 m2",1,F
4974072,915867,LIVE,Leasehold,Nelson,2019/10/11 14:12:52,Guarantee,"Leasehold, 1/1, Lot 1 Deposited Plan 7089, 1,664 m2",1,T
4971995,913651,LIVE,Freehold,Nelson,2019/10/10 10:06:31,Guarantee,"Fee Simple, 1/1, Section 1-2 Survey Office Plan 530381, 1,466 m2",1,F
4971994,913649,LIVE,Freehold,Nelson,2019/10/10 10:06:31,Guarantee,"Fee Simple, 1/1, Section 3 Survey Office Plan 530381, 22,609 m2",2,T
4960227,901233,LIVE,Freehold,Nelson,2019/10/09 10:07:22,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 539217, 1,458 m2",2,F
4967873,909283,LIVE,Freehold,Nelson,2019/10/09 10:07:22,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 539217, 40 m2",1,F
4960226,901232,LIVE,Freehold,Nelson,2019/10/09 10:07:22,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 539217, 516 m2",2,F
4973887,915674,LIVE,Freehold,Nelson,2019/10/07 13:54:44,Limited as to Parcels,"Fee Simple, 1/1, Section 2 Survey Office Plan 533003, 24,522 m2",2,F
