id,title_no,status,type,land_district,issue_date,guarantee_status,estate_description,number_owners,spatial_extents_shared
4974853,916691,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 125 Deposited Plan 542339, 382 m2",2,F
4974813,916651,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 79 Deposited Plan 542339, 363 m2",2,F
4974839,916677,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 111 Deposited Plan 542339, 368 m2",2,F
4974830,916668,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 102 Deposited Plan 542339, 420 m2",2,F
4974844,916682,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 116 Deposited Plan 542339, 382 m2",3,F
4974835,916673,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 107 Deposited Plan 542339, 381 m2",2,F
4974836,916674,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 108 Deposited Plan 542339, 377 m2",2,F
4974832,916670,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 104 Deposited Plan 542339, 338 m2",2,F
4974833,916671,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 105 Deposited Plan 542339, 301 m2",3,F
4974843,916681,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 115 Deposited Plan 542339, 384 m2",2,F
4974827,916665,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 99 Deposited Plan 542339, 568 m2",2,F
4974821,916659,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 87 Deposited Plan 542339, 362 m2",2,F
4974858,916696,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 130 Deposited Plan 542339, 580 m2",2,F
4974817,916655,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 83 Deposited Plan 542339, 199 m2",2,F
4974816,916654,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 82 Deposited Plan 542339, 199 m2",2,F
4974815,916653,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 81 Deposited Plan 542339, 294 m2",2,F
4974818,916656,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 84 Deposited Plan 542339, 199 m2",2,F
4974872,916710,LIVE,Freehold,Nelson,2020/05/29 14:13:09,Guarantee,"Fee Simple, 1/1, Lot 303 Deposited Plan 542339 and Lot 1 Deposited Plan 17994 and Part Lot 3 Deposited Plan 15764, 152,298 m2",1,F
5004248,947615,LIVE,Leasehold,Nelson,2020/05/29 09:55:43,Guarantee,"Leasehold, 1/1, Lot 1 Deposited Plan 379396, 1,457 m2",1,T
4986509,928984,LIVE,Freehold,Nelson,2020/05/27 14:40:45,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 546114, 20,352 m2",4,F
4986507,928982,LIVE,Freehold,Nelson,2020/05/27 14:40:45,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 546114, 4,705 m2",1,F
4986508,928983,LIVE,Freehold,Nelson,2020/05/27 14:40:45,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 546114, 616 m2",1,F
4976717,918640,LIVE,Freehold,Nelson,2020/05/22 16:13:52,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 11449 and Lot 2 Deposited Plan 440351 and Lot 1 Deposited Plan 17889, 180,552 m2",2,F
4976716,918639,LIVE,Freehold,Nelson,2020/05/22 16:13:52,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 468964 and Lot 1 Deposited Plan 543517 and Lot 2 Deposited Plan 526065 and Lot 2 Deposited Plan 15359 and Lot 1 Deposited Plan 362938, 288,098 m2",1,F
4989528,932197,LIVE,Unit Title,Nelson,2020/05/22 15:40:22,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 244 Deposited Plan 438056",1,T
4969056,910547,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 78 Deposited Plan 541622, 705 m2",2,F
4969050,910541,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 72 Deposited Plan 541622, 621 m2",2,F
4969062,910553,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 84 Deposited Plan 541622, 985 m2",1,F
4969053,910544,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 75 Deposited Plan 541622, 469 m2",1,F
4969043,910534,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 65 Deposited Plan 541622, 1,045 m2",1,F
4969064,910555,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 89 Deposited Plan 541622, 703 m2",1,F
4969051,910542,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 73 Deposited Plan 541622, 651 m2",1,F
4969039,910530,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 61 Deposited Plan 541622, 504 m2",1,F
4969041,910532,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 63 Deposited Plan 541622, 1,285 m2",1,F
4969058,910549,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 80 Deposited Plan 541622, 1,267 m2",1,F
4969046,910537,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 68 Deposited Plan 541622, 693 m2",1,F
4969045,910536,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 67 Deposited Plan 541622, 850 m2",1,F
4969044,910535,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 66 Deposited Plan 541622, 894 m2",1,F
4969054,910545,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 76 Deposited Plan 541622, 545 m2",1,F
4969065,910556,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 90 Deposited Plan 541622, 356 m2",1,F
4969042,910533,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 64 Deposited Plan 541622, 785 m2",1,F
4969052,910543,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 74 Deposited Plan 541622, 554 m2",1,F
4969040,910531,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 62 Deposited Plan 541622, 462 m2",2,F
4969061,910552,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 83 Deposited Plan 541622, 1,039 m2",2,F
4969035,910526,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 57 Deposited Plan 541622, 400 m2",2,F
4969048,910539,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 70 Deposited Plan 541622, 984 m2",2,F
4969037,910528,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 59 Deposited Plan 541622, 401 m2",2,F
4969060,910551,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 82 Deposited Plan 541622, 1,209 m2",3,F
4969038,910529,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 60 Deposited Plan 541622, 445 m2",2,F
4969047,910538,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 69 Deposited Plan 541622, 732 m2",3,F
4969049,910540,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 71 Deposited Plan 541622, 822 m2",2,F
4969033,910524,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 541622 and Lot 91 Deposited Plan 504609, 292,556 m2",1,F
4969063,910554,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 85 Deposited Plan 541622, 1,042 m2",2,F
4969059,910550,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 81 Deposited Plan 541622, 1,499 m2",2,F
4969036,910527,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 58 Deposited Plan 541622, 400 m2",3,F
4969057,910548,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 79 Deposited Plan 541622, 880 m2",2,F
4969055,910546,LIVE,Freehold,Nelson,2020/05/20 09:52:45,Guarantee,"Fee Simple, 1/1, Lot 77 Deposited Plan 541622, 1,241 m2",2,F
4987518,930046,LIVE,Freehold,Nelson,2020/05/15 14:32:35,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 546371, 388 m2",1,F
4987519,930047,LIVE,Freehold,Nelson,2020/05/15 14:32:35,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 546371, 490 m2",1,F
4969511,911043,LIVE,Freehold,Nelson,2020/05/08 09:58:07,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 541425, 16,128 m2",2,F
4974455,916273,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 542964, 10,047 m2",1,F
4974454,916272,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 542964, 10,315 m2",1,F
4974463,916281,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 105 Deposited Plan 542964, 18 m2",1,F
4974462,916280,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 104 Deposited Plan 542964, 34 m2",1,F
4974461,916279,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 103 Deposited Plan 542964, 22 m2",1,F
4974457,916275,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 542964, 10,003 m2",1,F
4974458,916276,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 100 Deposited Plan 542964, 2,604 m2",1,F
4974459,916277,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 101 Deposited Plan 542964, 124 m2",1,F
4974460,916278,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 102 Deposited Plan 542964, 10 m2",1,F
4974456,916274,LIVE,Freehold,Nelson,2020/05/06 16:52:37,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 542964, 11,880 m2",2,F
4984525,926886,LIVE,Freehold,Nelson,2020/04/08 12:44:06,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 543034 and Section 4 Survey Office Plan 15435 and Lot 3-4 Deposited Plan 17310, 217,205 m2",2,F
4984524,926885,LIVE,Freehold,Nelson,2020/04/08 12:44:06,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 543034, 35,851 m2",2,F
4984336,926695,LIVE,Unit Title,Nelson,2020/04/08 10:41:24,Guarantee,"Stratum in Freehold, 1/1, Principal Unit 40 Deposited Plan 438056",1,T
4999443,942491,LIVE,Freehold,Nelson,2020/04/07 14:02:26,Guarantee,"Fee Simple, 1/1, Section 2 Survey Office Plan 542724, 967 m2",1,F
4969159,910656,LIVE,Freehold,Nelson,2020/03/30 15:53:17,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 541671, 41,410 m2",1,F
4969160,910657,LIVE,Freehold,Nelson,2020/03/30 15:53:17,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 541671 and Part Section 31 Waimea South District and Part Section 33 District Waimea South and Section 15 Survey Office Plan 337450 and Section 1 Survey Office Plan 428365 and Section 14 Survey Office Plan 337450 and Section 2 Survey Office Plan 428365 and Lot 1 Deposited Plan 424007 and Lot 2 Deposited Plan 387043, 221,977 m2",1,F
4959155,900124,LIVE,Freehold,Nelson,2020/03/25 14:52:24,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 538926, 351 m2",1,F
4959156,900125,LIVE,Freehold,Nelson,2020/03/25 14:52:24,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 538926, 458 m2",1,F
4949100,889428,LIVE,Freehold,Nelson,2020/03/24 16:49:14,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 536338, 4,081 m2",3,F
4949099,889427,LIVE,Freehold,Nelson,2020/03/24 16:49:14,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 536338, 4,005 m2",2,F
4975931,917802,LIVE,Freehold,Nelson,2020/03/23 16:28:03,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 543282, 240 m2",1,F
4975933,917804,LIVE,Freehold,Nelson,2020/03/23 16:28:03,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 543282, 302 m2",1,F
4975932,917803,LIVE,Freehold,Nelson,2020/03/23 16:28:03,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 543282, 260 m2",2,F
4968511,909973,LIVE,Freehold,Nelson,2020/03/20 10:05:42,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 541432, 458 m2",2,F
4968512,909974,LIVE,Freehold,Nelson,2020/03/20 10:05:42,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 541432, 576 m2",2,F
4945072,885186,LIVE,Freehold,Nelson,2020/03/16 14:47:10,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 535357, 3,048 m2",2,F
4945071,885185,LIVE,Freehold,Nelson,2020/03/16 14:47:10,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 535357, 7,396 m2",2,F
4852480,787425,LIVE,Freehold,Nelson,2020/03/16 12:34:04,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 512033, 471 m2",2,F
4852481,787426,LIVE,Freehold,Nelson,2020/03/16 12:34:04,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 512033, 756 m2",2,F
4996081,939042,LIVE,Leasehold,Nelson,2020/03/13 10:56:17,Guarantee,"Leasehold, 1/1, Lot 1-6 Deposited Plan 1441, 5,172 m2",1,T
4967916,909328,LIVE,Freehold,Nelson,2020/03/12 14:22:28,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 541289, 39,362 m2",1,F
4967915,909327,LIVE,Freehold,Nelson,2020/03/12 14:22:28,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 541289, 471 m2",1,F
4967914,909326,LIVE,Freehold,Nelson,2020/03/12 14:22:28,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 541289, 400 m2",2,F
4954259,894896,LIVE,Freehold,Nelson,2020/03/06 17:03:38,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 535267, 40,393 m2",2,F
4954260,894897,LIVE,Freehold,Nelson,2020/03/06 17:03:38,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 535267, 268,409 m2",2,F
4954261,894898,LIVE,Freehold,Nelson,2020/03/06 17:03:38,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 535267, 280,496 m2",3,F
4940163,879975,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 202 Deposited Plan 534240, 4,662 m2",1,F
4940159,879971,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 89 Deposited Plan 534240, 739 m2",1,F
4940154,879966,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 75 Deposited Plan 534240, 635 m2",2,F
4940146,879958,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 39 Deposited Plan 534240, 681 m2",2,F
4940151,879963,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 44 Deposited Plan 534240, 647 m2",2,F
4940139,879951,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 32 Deposited Plan 534240, 677 m2",2,F
4940140,879952,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 33 Deposited Plan 534240, 1,425 m2",2,F
4940147,879959,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 40 Deposited Plan 534240, 705 m2",2,F
4940161,879973,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 132 Deposited Plan 534240, 727 m2",2,F
4940144,879956,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 37 Deposited Plan 534240, 725 m2",2,F
4940142,879954,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 35 Deposited Plan 534240, 705 m2",2,F
4940148,879960,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 41 Deposited Plan 534240, 687 m2",2,F
4940143,879955,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 36 Deposited Plan 534240, 730 m2",1,F
4940152,879964,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 45 Deposited Plan 534240, 636 m2",2,F
4940155,879967,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 76 Deposited Plan 534240, 919 m2",2,F
4940145,879957,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 38 Deposited Plan 534240, 613 m2",1,F
4940164,879976,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/10, Lot 313 Deposited Plan 505218, 1,041 m2
Fee Simple, 1/1, Lot 252 Deposited Plan 534240, 9,267 m2",3,T
4940138,879950,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 31 Deposited Plan 534240, 827 m2",1,F
4940157,879969,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 80 Deposited Plan 534240, 1,064 m2",2,F
4940150,879962,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 43 Deposited Plan 534240, 507 m2",1,F
4940162,879974,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 133 Deposited Plan 534240, 707 m2",1,F
4940141,879953,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 34 Deposited Plan 534240, 669 m2",2,F
4940158,879970,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 88 Deposited Plan 534240, 788 m2",3,F
4940149,879961,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 42 Deposited Plan 534240, 2,471 m2",1,F
4940165,879977,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 251 Deposited Plan 505218, 14,669 m2",1,F
4940153,879965,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 46 Deposited Plan 534240, 634 m2",2,F
4940160,879972,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 131 Deposited Plan 534240, 580 m2",2,F
4940137,879949,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 29 Deposited Plan 534240, 673 m2",1,F
4940156,879968,LIVE,Freehold,Nelson,2020/03/05 15:27:02,Guarantee,"Fee Simple, 1/1, Lot 77 Deposited Plan 534240, 1,048 m2",2,F
4937125,876663,LIVE,Freehold,Nelson,2020/03/02 12:12:14,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 533474, 7,763 m2",1,F
4937126,876664,LIVE,Freehold,Nelson,2020/03/02 12:12:14,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 393583 and Lot 3 Deposited Plan 533474, 168,071 m2",2,F
4937124,876662,LIVE,Freehold,Nelson,2020/03/02 12:12:14,Guarantee,"Fee Simple, 1/1, Part Section 118 District of Moutere and Section 129-131 Moutere District and Part Section 133-134 Moutere District and Lot 1 Deposited Plan 533474, 1,508,946 m2",1,F
4967251,908636,LIVE,Freehold,Nelson,2020/02/26 09:54:55,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 541092, 4,453 m2",1,F
4967252,908637,LIVE,Freehold,Nelson,2020/02/26 09:54:55,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 541092, 4,812 m2",2,F
4967254,908639,LIVE,Freehold,Nelson,2020/02/26 09:54:55,Guarantee,"Fee Simple, 1/1, Lot 6 Deposited Plan 541092, 9,126 m2",2,F
4967255,908640,LIVE,Freehold,Nelson,2020/02/26 09:54:55,Guarantee,"Fee Simple, 1/1, Lot 7 Deposited Plan 541092, 3,431 m2",2,F
4967256,908641,LIVE,Freehold,Nelson,2020/02/26 09:54:55,Guarantee,"Fee Simple, 1/1, Lot 8 Deposited Plan 541092, 3,448 m2",2,F
4967253,908638,LIVE,Freehold,Nelson,2020/02/26 09:54:55,Guarantee,"Fee Simple, 1/1, Lot 5 Deposited Plan 541092, 12,841 m2",2,F
4967257,908642,LIVE,Freehold,Nelson,2020/02/26 09:54:55,Guarantee,"Fee Simple, 1/1, Lot 9 Deposited Plan 541092, 6,897 m2",2,F
4935356,874794,LIVE,Freehold,Nelson,2020/02/21 16:42:51,Guarantee,"Fee Simple, 1/1, Section 4-5 Survey Office Plan 506650, 47,368 m2",1,F
4935354,874792,LIVE,Freehold,Nelson,2020/02/21 16:42:51,Guarantee,"Fee Simple, 1/1, Section 1 Survey Office Plan 506650, 21,835 m2",1,F
4935355,874793,LIVE,Freehold,Nelson,2020/02/21 16:42:51,Guarantee,"Fee Simple, 1/1, Section 2-3 Survey Office Plan 506650, 229,250 m2",1,F
4941743,881642,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 44 Deposited Plan 534579, 634 m2",1,F
4941750,881649,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 56 Deposited Plan 534579, 35,346 m2",1,F
4941733,881632,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 534579, 2,316 m2",1,F
4941742,881641,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 43 Deposited Plan 534579, 752 m2",1,F
4941738,881637,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 7 Deposited Plan 534579, 1,086 m2",1,F
4941739,881638,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 60 Deposited Plan 534579, 1,782 m2",1,F
4941734,881633,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 3 Deposited Plan 534579, 479 m2",1,F
4941737,881636,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 6 Deposited Plan 534579, 1,393 m2",1,F
4941748,881647,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 49 Deposited Plan 534579, 671 m2",2,F
4941736,881635,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 5 Deposited Plan 534579, 1,871 m2",2,F
4941747,881646,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 48 Deposited Plan 534579, 769 m2",2,F
4941744,881643,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 45 Deposited Plan 534579, 640 m2",2,F
4941741,881640,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 42 Deposited Plan 534579, 870 m2",2,F
4941746,881645,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 47 Deposited Plan 534579, 730 m2",2,F
4941745,881644,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 46 Deposited Plan 534579, 652 m2",2,F
4967509,908913,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 200 Deposited Plan 534579, 18,193 m2",1,F
4941740,881639,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 61 Deposited Plan 534579, 2,201 m2",2,F
4941732,881631,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 534579, 1,050 m2",2,F
4941735,881634,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 4 Deposited Plan 534579, 490 m2",2,F
4941749,881648,LIVE,Freehold,Nelson,2020/02/21 11:29:42,Guarantee,"Fee Simple, 1/1, Lot 50 Deposited Plan 534579, 996 m2",2,F
4882578,818286,LIVE,Freehold,Nelson,2020/02/18 14:23:36,Guarantee,"Fee Simple, 1/1, Lot 2 Deposited Plan 519836, 4,688 m2",2,F
4882579,818287,LIVE,Freehold,Nelson,2020/02/18 14:23:36,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 17101 and Lot 4 Deposited Plan 519836, 3,252 m2",2,F
4882577,818285,LIVE,Freehold,Nelson,2020/02/18 14:23:36,Guarantee,"Fee Simple, 1/1, Lot 1 Deposited Plan 519836, 1,969 m2",2,F
4976603,918512,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 7 Deposited Plan 543278, 1,010 m2",1,F
4976601,918510,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 5 Deposited Plan 543278, 695 m2",1,F
4976605,918514,LIVE,Freehold,Nelson,2020/02/14 17:25:12,Guarantee,"Fee Simple, 1/1, Lot 9 Deposited Plan 543278, 330 m2",1,F
